,bed1_averageRent,bed1_minRent,bed1_maxRent,bed1_totalRentals,bed2_averageRent,bed2_minRent,bed2_maxRent,bed2_totalRentals,bed3_averageRent,bed3_minRent,bed3_maxRent,bed3_totalRentals,bed4_averageRent,bed4_minRent,bed4_maxRent,bed4_totalRentals,bed5_averageRent,bed5_minRent,bed5_maxRent,bed5_totalRentals,bed0_averageRent,bed0_minRent,bed0_maxRent,bed0_totalRentals
92553,1400.0,975.0,1925.0,6.0,1982.31,1500.0,2495.0,13.0,2392.57,1500.0,6800.0,37.0,2873.96,2350.0,3950.0,28.0,4190.63,2725.0,7500.0,8.0,1885.56,1050.0,2262.0,9.0
92555,1152.78,650.0,2255.0,9.0,1800.0,1800.0,1800.0,1.0,2790.0,1500.0,3300.0,19.0,3368.23,1650.0,7000.0,22.0,3454.38,2950.0,4500.0,16.0,1415.0,800.0,2030.0,2.0
92557,1397.5,1300.0,1495.0,2.0,1750.0,1750.0,1750.0,1.0,2538.41,1130.0,5200.0,29.0,3020.69,1550.0,7500.0,35.0,3208.33,3000.0,3500.0,3.0,1805.22,1300.0,2447.0,9.0
92561,,,,,1300.0,1300.0,1300.0,1.0,,,,,3500.0,3500.0,3500.0,1.0,,,,,,,,
92562,1445.0,955.0,1995.0,5.0,2360.91,1155.0,2800.0,22.0,2824.89,2000.0,4995.0,61.0,3145.0,2700.0,4600.0,42.0,3552.83,800.0,4500.0,23.0,2054.83,1750.0,2490.0,6.0
92563,1700.0,1000.0,2000.0,6.0,2344.04,1950.0,2850.0,26.0,2784.13,1700.0,4500.0,67.0,3038.63,900.0,3995.0,82.0,3607.86,2995.0,8000.0,37.0,2413.6,1875.0,2721.0,5.0
92567,,,,,2100.0,2100.0,2100.0,1.0,,,,,,,,,,,,,,,,
92570,1231.25,1150.0,1375.0,4.0,1936.36,1450.0,3000.0,11.0,2558.33,1600.0,2950.0,12.0,3562.43,2317.0,7500.0,7.0,3528.0,2945.0,4700.0,5.0,,,,
92571,1675.0,1250.0,2100.0,2.0,2028.0,1795.0,2250.0,5.0,2461.52,1500.0,3295.0,27.0,2761.23,750.0,3200.0,13.0,3246.67,2800.0,3700.0,9.0,1400.0,1350.0,1450.0,2.0
92582,1299.0,1299.0,1299.0,2.0,,,,,2166.11,1500.0,2500.0,9.0,2703.33,2500.0,3100.0,12.0,3233.33,3000.0,3500.0,3.0,,,,
92583,985.0,650.0,1195.0,4.0,1643.19,876.0,2250.0,16.0,2091.53,1200.0,2600.0,15.0,2393.75,1800.0,2900.0,8.0,2858.75,2590.0,3150.0,4.0,970.0,675.0,1400.0,5.0
92584,1299.5,900.0,1800.0,10.0,2297.0,1500.0,2895.0,12.0,2797.37,1300.0,3995.0,70.0,3169.09,1100.0,10800.0,77.0,4765.25,800.0,33000.0,20.0,2100.0,1875.0,2550.0,3.0
92585,900.0,900.0,900.0,1.0,1958.33,1850.0,2055.0,9.0,2625.46,1933.0,3000.0,13.0,3213.33,2495.0,3900.0,9.0,3221.67,2950.0,3600.0,9.0,1511.0,750.0,2272.0,2.0
92586,2295.0,2295.0,2295.0,1.0,1853.85,1595.0,2200.0,40.0,2259.12,1700.0,2780.0,25.0,2895.0,2495.0,3295.0,2.0,6000.0,6000.0,6000.0,1.0,1670.0,1670.0,1670.0,1.0
92587,1766.67,1250.0,2200.0,3.0,2376.64,1000.0,2993.0,11.0,2934.29,1000.0,4950.0,21.0,3683.75,2495.0,6200.0,16.0,4131.67,3400.0,5495.0,3.0,1195.5,891.0,1500.0,2.0
92590,2652.67,1425.0,3333.0,3.0,1802.5,1705.0,2095.0,4.0,3575.0,3500.0,3650.0,2.0,8575.0,5250.0,11900.0,2.0,8500.0,7500.0,9500.0,2.0,2327.0,2327.0,2327.0,1.0
92591,1417.86,850.0,1850.0,7.0,2050.0,1900.0,2200.0,2.0,2825.85,1000.0,5900.0,41.0,3370.74,2650.0,5900.0,53.0,3665.42,2900.0,4500.0,12.0,2099.0,1761.0,2467.0,7.0
92592,1880.0,925.0,3200.0,9.0,2305.88,1100.0,2950.0,26.0,2945.21,2300.0,4500.0,82.0,3365.95,2000.0,5800.0,85.0,3720.66,2795.0,4900.0,29.0,2104.4,1100.0,2549.0,5.0
92595,1500.0,1100.0,2100.0,3.0,2565.0,1900.0,2900.0,3.0,2828.77,2000.0,3600.0,13.0,3080.91,2700.0,3495.0,22.0,3450.0,3050.0,3900.0,4.0,2461.5,2240.0,2683.0,2.0
92596,1471.25,1000.0,2200.0,8.0,2326.11,2050.0,2500.0,9.0,2793.1,2300.0,3500.0,21.0,3135.85,2395.0,5000.0,47.0,3437.79,2600.0,6000.0,14.0,,,,
92860,1433.33,1000.0,1800.0,3.0,2650.0,2250.0,3150.0,4.0,3790.0,3150.0,4400.0,5.0,3333.33,3200.0,3400.0,3.0,3800.0,3800.0,3800.0,1.0,,,,
92879,1838.33,1650.0,2195.0,9.0,2359.0,1700.0,3000.0,20.0,2925.53,2650.0,3250.0,19.0,3646.2,2995.0,7000.0,25.0,3757.5,3350.0,4200.0,6.0,2090.0,1395.0,2545.0,7.0
92880,1372.74,899.0,2450.0,19.0,2325.0,1800.0,2900.0,6.0,3210.36,2500.0,5000.0,28.0,3503.12,2980.0,6500.0,57.0,3893.15,3000.0,8000.0,61.0,,,,
92881,1200.0,1200.0,1200.0,1.0,2450.0,2225.0,2600.0,5.0,3016.25,2000.0,3900.0,12.0,3652.5,2000.0,4500.0,14.0,4136.67,3525.0,4800.0,6.0,1555.0,1100.0,2010.0,2.0
92882,1838.64,1400.0,2280.0,14.0,2229.0,777.0,2950.0,23.0,2924.7,1250.0,4000.0,20.0,3572.5,2800.0,5500.0,18.0,4302.86,3490.0,6500.0,14.0,1770.2,850.0,2495.0,5.0
92883,1566.67,1100.0,1950.0,3.0,3000.0,2500.0,3800.0,7.0,3335.78,2618.0,5400.0,23.0,3474.41,2095.0,4500.0,29.0,3955.36,3345.0,5200.0,14.0,2014.33,1971.0,2050.0,3.0
93601,1350.0,1350.0,1350.0,1.0,,,,,,,,,,,,,,,,,,,,
93604,,,,,1500.0,1500.0,1500.0,1.0,3500.0,3500.0,3500.0,1.0,,,,,,,,,,,,
93610,494.0,494.0,494.0,1.0,1095.0,795.0,1395.0,2.0,1850.0,1700.0,2000.0,2.0,151700.0,2400.0,450000.0,3.0,3000.0,2800.0,3200.0,2.0,,,,
93614,,,,,1650.0,1500.0,1800.0,2.0,2162.5,1900.0,2400.0,4.0,2300.0,1900.0,2500.0,4.0,,,,,1000.0,1000.0,1000.0,1.0
93637,1120.0,1120.0,1120.0,1.0,1595.0,1395.0,1795.0,2.0,2040.0,1800.0,2300.0,5.0,2396.67,2295.0,2495.0,3.0,2595.0,2595.0,2595.0,1.0,650.0,650.0,650.0,1.0
93638,,,,,1250.0,1200.0,1300.0,2.0,2148.0,1800.0,2495.0,5.0,2250.0,2000.0,2400.0,4.0,,,,,,,,
93643,1000.0,1000.0,1000.0,1.0,1800.0,1800.0,1800.0,2.0,2133.33,1500.0,2900.0,3.0,2500.0,2500.0,2500.0,1.0,,,,,,,,
93644,1200.0,1200.0,1200.0,1.0,2075.0,1650.0,2500.0,2.0,2275.83,1060.0,3095.0,6.0,,,,,,,,,,,,
93669,,,,,1700.0,1700.0,1700.0,1.0,,,,,,,,,,,,,,,,
95613,,,,,,,,,2450.0,2450.0,2450.0,1.0,,,,,,,,,,,,
95614,,,,,,,,,2797.5,2700.0,2895.0,2.0,3272.5,3250.0,3295.0,2.0,,,,,,,,
95619,,,,,1945.0,1900.0,1990.0,2.0,2125.0,1850.0,2400.0,2.0,,,,,,,,,,,,
95623,,,,,1395.0,1395.0,1395.0,1.0,1800.0,1800.0,1800.0,1.0,,,,,,,,,1200.0,1200.0,1200.0,1.0
95633,,,,,,,,,2830.0,2830.0,2830.0,1.0,,,,,,,,,,,,
95634,,,,,,,,,1995.0,1995.0,1995.0,1.0,2300.0,2300.0,2300.0,1.0,,,,,,,,
95635,,,,,,,,,2100.0,1850.0,2350.0,2.0,,,,,,,,,,,,
95664,,,,,,,,,2250.0,2250.0,2250.0,1.0,,,,,,,,,,,,
95667,1467.14,1200.0,1650.0,7.0,1932.0,1495.0,2500.0,20.0,2494.38,1995.0,3000.0,16.0,3597.5,2600.0,6000.0,4.0,,,,,2200.0,2200.0,2200.0,1.0
95672,1150.0,1150.0,1150.0,1.0,2161.25,1800.0,3000.0,4.0,,,,,3885.0,3775.0,3995.0,2.0,,,,,,,,
95682,1373.33,875.0,1750.0,3.0,1747.67,1395.0,2200.0,15.0,2550.71,1795.0,3000.0,24.0,3095.0,2500.0,3800.0,16.0,2922.5,2295.0,3550.0,2.0,1386.25,1195.0,1560.0,4.0
95684,,,,,1750.0,1750.0,1750.0,1.0,2300.0,2250.0,2400.0,3.0,,,,,,,,,,,,
95709,1500.0,1500.0,1500.0,2.0,1850.0,1700.0,2000.0,2.0,2200.0,2200.0,2200.0,1.0,,,,,,,,,2550.0,2550.0,2550.0,1.0
95720,,,,,2250.0,2250.0,2250.0,1.0,,,,,,,,,,,,,,,,
95726,1293.33,1250.0,1350.0,3.0,1848.33,1495.0,2300.0,3.0,2094.55,1300.0,3000.0,11.0,2850.0,2850.0,2850.0,1.0,,,,,1186.25,850.0,1795.0,4.0
95762,,,,,2605.0,2095.0,3200.0,7.0,2862.72,1500.0,4495.0,18.0,3649.89,2600.0,6500.0,28.0,4064.78,850.0,6000.0,9.0,2040.0,1808.0,2335.0,6.0
96142,,,,,,,,,,,,,,,,,4250.0,4250.0,4250.0,1.0,,,,
96150,1516.64,850.0,2350.0,33.0,2211.63,1500.0,3400.0,48.0,3170.88,850.0,6555.0,85.0,4155.0,2500.0,7000.0,30.0,10565.33,4500.0,20000.0,3.0,1212.5,700.0,2200.0,14.0
93202,,,,,1150.0,1150.0,1150.0,1.0,,,,,,,,,,,,,,,,
93204,,,,,,,,,1300.0,1300.0,1300.0,1.0,,,,,,,,,,,,
93212,725.67,677.0,750.0,3.0,1136.25,795.0,1300.0,4.0,1697.5,1495.0,1900.0,2.0,1625.0,1625.0,1625.0,1.0,,,,,,,,
93230,1120.95,850.0,1838.0,19.0,1269.07,975.0,1650.0,27.0,1830.48,1200.0,2550.0,60.0,2270.8,1500.0,3000.0,25.0,2666.67,2300.0,2900.0,3.0,1672.75,1500.0,1782.0,4.0
93245,1015.0,930.0,1100.0,2.0,1438.31,1100.0,1937.0,13.0,1950.65,1375.0,2850.0,23.0,2245.45,1800.0,2600.0,11.0,2575.0,2500.0,2650.0,2.0,1338.0,1200.0,1476.0,2.0
95422,1015.0,895.0,1200.0,3.0,1375.0,1150.0,1600.0,10.0,1466.67,1350.0,1750.0,6.0,2000.0,2000.0,2000.0,1.0,,,,,1000.0,950.0,1050.0,4.0
95423,,,,,1450.0,1400.0,1500.0,2.0,1600.0,1600.0,1600.0,1.0,,,,,,,,,,,,
95426,,,,,1350.0,1350.0,1350.0,1.0,2125.0,2000.0,2250.0,2.0,,,,,,,,,,,,
95451,,,,,2200.0,1400.0,3500.0,4.0,2000.0,2000.0,2000.0,2.0,2700.0,1800.0,3600.0,2.0,,,,,,,,
95453,1180.0,1000.0,1360.0,2.0,1400.0,1150.0,1500.0,5.0,1866.67,1800.0,2000.0,3.0,,,,,,,,,,,,
95457,,,,,2000.0,2000.0,2000.0,1.0,2000.0,2000.0,2000.0,1.0,,,,,,,,,,,,
95458,,,,,1500.0,1500.0,1500.0,1.0,,,,,,,,,,,,,,,,
95461,1500.0,1500.0,1500.0,1.0,1533.33,1450.0,1700.0,3.0,2100.0,1900.0,2300.0,2.0,,,,,,,,,,,,
95464,,,,,,,,,2000.0,2000.0,2000.0,1.0,,,,,,,,,,,,
95485,,,,,,,,,,,,,,,,,,,,,825.0,825.0,825.0,2.0
93426,,,,,,,,,,,,,2395.0,2395.0,2395.0,1.0,,,,,,,,
93450,,,,,1300.0,1300.0,1300.0,1.0,,,,,,,,,,,,,,,,
93901,2264.81,1350.0,9380.0,26.0,2196.2,1650.0,2700.0,25.0,3156.48,1650.0,3950.0,27.0,3500.0,3500.0,3500.0,1.0,,,,,1518.2,575.0,2195.0,10.0
93905,1756.25,1725.0,1800.0,4.0,2304.77,1895.0,2800.0,13.0,3316.67,3300.0,3350.0,3.0,3562.5,3300.0,3950.0,4.0,,,,,,,,
93906,1907.4,1450.0,2250.0,10.0,2324.31,1795.0,2750.0,13.0,2802.19,1250.0,3500.0,16.0,3698.33,3495.0,3800.0,3.0,3712.5,3450.0,3975.0,2.0,1823.67,1395.0,2231.0,6.0
93907,1595.0,1595.0,1595.0,1.0,2263.0,2126.0,2400.0,2.0,3411.88,2700.0,4300.0,8.0,3750.0,3500.0,4000.0,2.0,,,,,1801.5,1295.0,2308.0,2.0
93908,2800.0,2800.0,2800.0,1.0,2850.0,2850.0,2850.0,1.0,3699.44,2800.0,4200.0,9.0,3795.0,3795.0,3795.0,1.0,7000.0,7000.0,7000.0,2.0,,,,
93921,3220.83,2375.0,4500.0,6.0,6212.5,3200.0,10250.0,8.0,5559.17,4000.0,7000.0,6.0,,,,,,,,,,,,
93923,2725.0,2500.0,2950.0,2.0,4195.56,2225.0,5885.0,9.0,6326.67,2975.0,12144.0,18.0,9299.14,4995.0,12500.0,7.0,12033.33,7000.0,20000.0,3.0,1750.0,1750.0,1750.0,1.0
93924,2900.0,1500.0,3600.0,4.0,2812.5,2750.0,2875.0,2.0,2800.0,2800.0,2800.0,1.0,6281.0,5500.0,7062.0,2.0,,,,,,,,
93925,,,,,,,,,3800.0,3800.0,3800.0,1.0,,,,,,,,,,,,
93926,,,,,2100.0,2100.0,2100.0,1.0,,,,,,,,,,,,,,,,
93927,1750.0,1750.0,1750.0,1.0,,,,,2348.75,1950.0,2650.0,4.0,3000.0,3000.0,3000.0,1.0,,,,,1550.0,1550.0,1550.0,1.0
93930,1350.0,1300.0,1400.0,2.0,1350.0,1350.0,1350.0,1.0,2673.75,2395.0,3500.0,4.0,,,,,,,,,,,,
93933,1835.38,1450.0,2400.0,13.0,2336.62,1825.0,3550.0,21.0,3662.61,1995.0,4800.0,38.0,4051.47,3495.0,5000.0,15.0,,,,,1798.5,1250.0,2347.0,2.0
93940,2070.96,1000.0,3500.0,73.0,2664.75,1795.0,4500.0,63.0,4098.48,2750.0,8000.0,29.0,3898.33,3450.0,4250.0,3.0,6900.0,6900.0,6900.0,1.0,1626.18,975.0,3058.0,11.0
93950,2490.35,1425.0,6500.0,37.0,3325.02,700.0,9556.0,45.0,5653.7,2950.0,8667.0,10.0,6427.22,3895.0,16500.0,9.0,,,,,2005.0,1250.0,2400.0,8.0
93953,,,,,5600.0,4100.0,6500.0,3.0,5217.86,3850.0,6600.0,7.0,5697.5,4900.0,7490.0,4.0,,,,,3500.0,3500.0,3500.0,1.0
93955,1836.25,1350.0,2300.0,12.0,2689.95,1845.0,4000.0,20.0,3345.45,2000.0,4800.0,22.0,5448.75,3795.0,6800.0,4.0,4950.0,4600.0,5300.0,2.0,1721.88,1250.0,2850.0,8.0
93960,,,,,2237.25,2000.0,2499.0,4.0,2385.57,1300.0,3299.0,7.0,2500.0,2500.0,2500.0,1.0,,,,,,,,
93962,,,,,2300.0,2300.0,2300.0,1.0,3625.0,3400.0,3850.0,2.0,,,,,,,,,,,,
95004,,,,,2600.0,2600.0,2600.0,1.0,3662.5,3475.0,3850.0,2.0,,,,,4300.0,4300.0,4300.0,1.0,,,,
95012,1800.0,1800.0,1800.0,1.0,1750.0,1750.0,1750.0,1.0,,,,,,,,,,,,,1050.0,1000.0,1100.0,2.0
95039,2500.0,2500.0,2500.0,1.0,4500.0,4500.0,4500.0,1.0,,,,,4350.0,4350.0,4350.0,1.0,,,,,2900.0,2900.0,2900.0,1.0
92227,,,,,1089.29,775.0,1500.0,7.0,1850.0,1400.0,2200.0,4.0,2525.0,1800.0,3100.0,4.0,2350.0,2300.0,2400.0,2.0,,,,
92231,983.33,950.0,1000.0,3.0,1512.5,1400.0,1625.0,2.0,1466.67,1300.0,1700.0,3.0,2175.0,2000.0,2350.0,2.0,,,,,1150.0,1150.0,1150.0,1.0
92233,,,,,650.0,650.0,650.0,1.0,1250.0,1250.0,1250.0,1.0,1600.0,1600.0,1600.0,1.0,,,,,,,,
92243,718.75,650.0,825.0,4.0,1141.67,750.0,1700.0,6.0,1905.56,1300.0,2500.0,9.0,2320.0,1800.0,3000.0,5.0,,,,,2000.0,2000.0,2000.0,1.0
92249,,,,,1575.0,1575.0,1575.0,1.0,1900.0,1900.0,1900.0,1.0,,,,,,,,,,,,
92250,784.0,568.0,1000.0,2.0,,,,,,,,,,,,,,,,,,,,
92251,1000.0,1000.0,1000.0,1.0,1400.0,1200.0,1600.0,2.0,1882.14,1400.0,2400.0,7.0,2435.0,1800.0,3200.0,10.0,2550.0,2550.0,2550.0,1.0,925.0,925.0,925.0,1.0
92257,,,,,950.0,950.0,950.0,1.0,,,,,,,,,,,,,,,,
92273,,,,,950.0,950.0,950.0,1.0,,,,,,,,,,,,,,,,
92281,550.0,550.0,550.0,1.0,,,,,,,,,,,,,,,,,2400.0,2400.0,2400.0,1.0
93013,3300.0,2900.0,3800.0,4.0,4863.33,2750.0,12500.0,15.0,12350.0,3900.0,75000.0,21.0,30357.14,4550.0,75000.0,14.0,47800.0,6500.0,85000.0,5.0,1845.5,1425.0,2266.0,2.0
93067,,,,,4075.0,2900.0,5250.0,2.0,12249.17,5000.0,23000.0,6.0,15500.0,15500.0,15500.0,1.0,,,,,2045.0,2045.0,2045.0,1.0
93101,2996.95,1275.0,8200.0,38.0,4365.22,1700.0,15000.0,41.0,8932.19,3200.0,31500.0,16.0,,,,,13000.0,12500.0,13500.0,2.0,2585.56,1500.0,4500.0,9.0
93103,3064.5,1600.0,4200.0,10.0,5889.77,2495.0,11000.0,22.0,7910.63,2000.0,15000.0,16.0,18341.67,6000.0,50000.0,6.0,,,,,2037.75,1625.0,2600.0,4.0
93105,2817.92,1675.0,5000.0,12.0,4715.56,2475.0,9500.0,27.0,8097.0,4045.0,18500.0,36.0,9997.0,5900.0,17000.0,10.0,12641.67,9500.0,15000.0,6.0,1550.0,1550.0,1550.0,1.0
93108,6549.0,2895.0,12900.0,5.0,12504.48,2500.0,60000.0,23.0,22472.86,5500.0,75000.0,35.0,31288.33,6800.0,95000.0,39.0,42900.0,11000.0,85000.0,15.0,4250.0,4250.0,4250.0,1.0
93109,3615.56,1400.0,8500.0,9.0,5040.0,3400.0,7200.0,10.0,10242.11,3500.0,27500.0,19.0,12808.25,5999.0,22500.0,12.0,15433.33,7800.0,30000.0,3.0,,,,
93110,2285.67,1900.0,2757.0,3.0,3733.0,2400.0,5500.0,6.0,9612.5,4400.0,20000.0,8.0,19110.0,3800.0,50000.0,12.0,36937.5,9500.0,75000.0,4.0,,,,
93111,2953.33,2560.0,3600.0,3.0,3825.0,3400.0,4250.0,2.0,5680.56,2000.0,9500.0,9.0,6866.67,4950.0,9000.0,6.0,8560.0,6750.0,12500.0,4.0,2191.33,1200.0,3574.0,3.0
93117,2364.55,1750.0,5000.0,22.0,3821.72,840.0,6500.0,36.0,6504.76,2200.0,18500.0,42.0,11126.67,5180.0,22250.0,18.0,10735.29,5800.0,22000.0,17.0,2509.8,990.0,4825.0,10.0
93427,2295.0,2295.0,2295.0,1.0,2948.33,2495.0,3200.0,3.0,3306.43,2795.0,3750.0,7.0,3787.5,2800.0,4650.0,4.0,,,,,,,,
93434,,,,,2111.25,1195.0,2800.0,4.0,2850.0,2600.0,3100.0,2.0,,,,,,,,,1500.0,1500.0,1500.0,1.0
93436,1428.93,850.0,1925.0,15.0,1666.48,950.0,2700.0,27.0,2775.12,1250.0,3800.0,41.0,3195.77,2500.0,4350.0,13.0,,,,,1304.5,725.0,1925.0,8.0
93440,,,,,,,,,3022.22,1900.0,4150.0,9.0,4400.0,4400.0,4400.0,1.0,,,,,,,,
93441,,,,,,,,,5400.0,5400.0,5400.0,1.0,7500.0,7500.0,7500.0,1.0,,,,,,,,
93454,1732.92,1400.0,2000.0,12.0,2073.57,1400.0,2500.0,14.0,2799.29,1950.0,3500.0,21.0,3065.0,2900.0,3300.0,3.0,3800.0,3800.0,3800.0,1.0,2221.0,2186.0,2256.0,2.0
93455,1637.5,1250.0,2200.0,8.0,2385.67,2000.0,3200.0,15.0,3101.83,1600.0,3800.0,30.0,3441.11,3000.0,4100.0,18.0,3847.5,3700.0,3995.0,2.0,1719.75,1350.0,2534.0,4.0
93458,1900.0,1600.0,2200.0,2.0,2171.3,1573.0,2900.0,10.0,2811.11,1500.0,3200.0,9.0,3333.33,2900.0,3500.0,6.0,,,,,1571.17,950.0,2083.0,6.0
93460,2000.0,2000.0,2000.0,1.0,,,,,5275.0,4150.0,7200.0,4.0,8985.0,3990.0,18500.0,4.0,35000.0,35000.0,35000.0,1.0,,,,
93463,4043.75,1700.0,15000.0,8.0,2912.5,2150.0,3400.0,4.0,5033.33,4350.0,6900.0,9.0,11921.43,5750.0,25000.0,7.0,,,,,2175.0,1950.0,2400.0,2.0
93207,,,,,,,,,2500.0,2500.0,2500.0,1.0,,,,,,,,,,,,
93219,,,,,,,,,,,,,1600.0,1600.0,1600.0,1.0,,,,,,,,
93221,837.5,825.0,850.0,2.0,1153.57,825.0,1550.0,7.0,1682.86,1495.0,1850.0,7.0,,,,,,,,,,,,
93223,,,,,1350.0,1350.0,1350.0,1.0,1459.0,850.0,1795.0,5.0,1300.0,1300.0,1300.0,1.0,,,,,,,,
93235,,,,,1195.0,1195.0,1195.0,1.0,,,,,,,,,,,,,,,,
93244,,,,,,,,,1995.0,1995.0,1995.0,1.0,,,,,,,,,,,,
93247,,,,,,,,,1730.83,1400.0,2500.0,6.0,,,,,,,,,,,,
93256,,,,,,,,,600.0,600.0,600.0,1.0,,,,,,,,,,,,
93257,657.5,495.0,850.0,6.0,1114.64,650.0,1525.0,14.0,1547.33,995.0,2100.0,30.0,2210.0,1500.0,3500.0,7.0,1600.0,1500.0,1700.0,2.0,1427.33,697.0,2500.0,3.0
93260,,,,,,,,,,,,,2500.0,2500.0,2500.0,1.0,,,,,,,,
93265,,,,,1500.0,1500.0,1500.0,1.0,1550.0,1550.0,1550.0,1.0,2400.0,2400.0,2400.0,1.0,,,,,,,,
93267,,,,,2000.0,2000.0,2000.0,1.0,,,,,,,,,,,,,,,,
93270,,,,,,,,,1325.0,1325.0,1325.0,1.0,,,,,,,,,,,,
93271,,,,,,,,,2500.0,2500.0,2500.0,1.0,,,,,,,,,,,,
93272,,,,,1395.0,1395.0,1395.0,1.0,,,,,,,,,,,,,,,,
93274,866.25,675.0,995.0,4.0,1429.25,995.0,2235.0,20.0,1737.95,1395.0,2500.0,44.0,2060.0,1400.0,2500.0,21.0,2950.0,2950.0,2950.0,1.0,1268.33,600.0,1655.0,3.0
93277,966.67,750.0,1450.0,6.0,1248.53,795.0,1795.0,51.0,1896.02,1350.0,3900.0,64.0,2221.88,725.0,2700.0,16.0,,,,,1590.0,1590.0,1590.0,1.0
93286,725.0,700.0,750.0,2.0,825.0,750.0,900.0,2.0,,,,,2000.0,2000.0,2000.0,1.0,,,,,,,,
93291,834.5,650.0,1200.0,10.0,1479.54,850.0,2370.0,41.0,2015.52,1000.0,3200.0,87.0,2437.96,1900.0,3900.0,27.0,2712.14,2100.0,3200.0,7.0,,,,
93292,807.5,625.0,945.0,6.0,1444.63,1025.0,2200.0,19.0,1966.48,1000.0,3800.0,54.0,2189.06,1850.0,2500.0,16.0,2697.5,2495.0,2900.0,2.0,1577.5,1400.0,1755.0,2.0
93615,,,,,,,,,1995.0,1995.0,1995.0,1.0,,,,,,,,,,,,
93618,801.25,695.0,895.0,4.0,1162.5,1000.0,1400.0,4.0,1912.08,1050.0,2700.0,12.0,1825.0,1700.0,2000.0,4.0,,,,,,,,
93647,,,,,,,,,1500.0,1500.0,1500.0,1.0,,,,,,,,,,,,
96021,1250.0,1000.0,1500.0,2.0,1266.67,1200.0,1300.0,3.0,1633.33,1300.0,2000.0,3.0,,,,,,,,,415.0,415.0,415.0,1.0
96035,,,,,2000.0,2000.0,2000.0,1.0,,,,,,,,,,,,,,,,
96055,850.0,850.0,850.0,1.0,,,,,2150.0,2150.0,2150.0,2.0,2500.0,2500.0,2500.0,1.0,,,,,,,,
96080,924.8,604.0,1095.0,5.0,1273.3,895.0,1800.0,23.0,1692.86,1150.0,2400.0,7.0,2300.0,1600.0,2800.0,3.0,,,,,,,,
96090,,,,,,,,,1425.0,1425.0,1425.0,1.0,,,,,,,,,,,,
96092,,,,,,,,,2800.0,2800.0,2800.0,1.0,,,,,,,,,,,,
94508,,,,,2595.0,2595.0,2595.0,1.0,2950.0,2950.0,2950.0,1.0,,,,,,,,,,,,
94515,1935.0,1500.0,3000.0,5.0,2000.0,2000.0,2000.0,1.0,10966.67,4400.0,15000.0,3.0,14658.33,10000.0,18000.0,3.0,,,,,,,,
94558,3661.25,1500.0,20000.0,12.0,2856.0,1850.0,4500.0,24.0,5372.91,2500.0,30000.0,34.0,5678.21,3095.0,25000.0,28.0,4850.0,4500.0,5200.0,2.0,2247.67,1725.0,2925.0,9.0
94559,2137.73,1600.0,2700.0,11.0,2599.24,1500.0,4000.0,33.0,3909.75,1895.0,8000.0,20.0,5076.43,2995.0,10500.0,7.0,,,,,2500.0,2200.0,3050.0,3.0
94567,,,,,,,,,1900.0,1900.0,1900.0,1.0,,,,,,,,,,,,
94574,2378.75,2095.0,2800.0,4.0,5814.23,2100.0,16000.0,13.0,7819.38,1900.0,17500.0,16.0,21214.29,4000.0,37500.0,7.0,20250.0,12000.0,32000.0,4.0,,,,
94576,,,,,,,,,,,,,,,,,,,,,,,,
94599,,,,,3911.25,3495.0,4700.0,4.0,4800.0,4800.0,4800.0,1.0,,,,,,,,,,,,
95602,1637.5,1500.0,1700.0,4.0,1866.67,1595.0,2550.0,9.0,2498.93,875.0,3500.0,14.0,3198.33,3000.0,3395.0,3.0,,,,,,,,
95603,1456.35,800.0,3000.0,20.0,1932.93,1415.0,2800.0,15.0,2660.88,1400.0,3300.0,17.0,2950.0,2950.0,2950.0,1.0,,,,,1549.5,1000.0,2398.0,4.0
95631,750.0,750.0,750.0,1.0,,,,,,,,,,,,,,,,,,,,
95648,2000.0,2000.0,2000.0,1.0,1976.2,950.0,3000.0,15.0,2487.24,1000.0,3450.0,49.0,2937.0,1800.0,4500.0,47.0,3359.89,3050.0,3995.0,9.0,,,,
95650,2100.0,2100.0,2100.0,1.0,2896.67,1995.0,4200.0,3.0,2827.14,2695.0,3100.0,7.0,3081.67,2745.0,3500.0,3.0,,,,,,,,
95658,,,,,,,,,3100.0,3100.0,3100.0,1.0,,,,,,,,,,,,
95661,2098.5,1195.0,3280.0,4.0,1885.94,1350.0,2595.0,16.0,2615.28,1300.0,3995.0,32.0,3047.36,2395.0,3800.0,14.0,3850.0,3850.0,3850.0,1.0,1930.33,1521.0,2206.0,6.0
95663,,,,,,,,,2695.0,2695.0,2695.0,1.0,,,,,,,,,,,,
95677,1557.67,500.0,2100.0,6.0,1939.0,1400.0,2286.0,8.0,2665.92,2095.0,3995.0,37.0,2965.18,2499.0,3995.0,22.0,3000.0,3000.0,3000.0,1.0,1837.38,865.0,2795.0,8.0
95678,1631.89,1050.0,2295.0,28.0,1928.06,870.0,2600.0,49.0,2399.75,1900.0,3000.0,55.0,2813.33,1575.0,3295.0,12.0,3820.0,3515.0,3995.0,3.0,1736.31,1245.0,2115.0,13.0
95701,1500.0,1500.0,1500.0,1.0,,,,,,,,,,,,,,,,,,,,
95703,,,,,,,,,1995.0,1995.0,1995.0,1.0,,,,,,,,,1350.0,1350.0,1350.0,1.0
